# Removed overlapping spots
537.898829 934.190230 11.706909
1110.000000 1359.578444 11.030173
1678.435777 1979.450381 11.066109
916.383050 586.000000 9.821730
1583.482644 1908.857580 9.898098
442.000000 1528.541640 10.726646
299.494925 1883.562251 10.348057
417.492693 1529.000000 11.695868
1035.525400 1558.464611 11.236056
275.000000 1907.499908 9.970941
1133.497941 1504.479645 10.637363
1553.097506 1439.763729 10.688330
1206.516181 1530.518594 10.352162
584.000000 1152.000000 9.833411
1131.000000 937.420891 11.606783
1469.455688 1529.524030 10.011152
514.000000 1006.463386 10.301612
249.572355 1078.000000 10.111035
1444.848239 1601.358733 10.579365
251.469241 1837.493970 10.970389
947.456556 1938.000000 10.682730
1396.517001 1010.464085 11.235605
1655.000000 1859.589085 10.604466
369.000000 1007.456625 10.101410
1894.000000 1932.474388 11.322574
1848.000000 1789.537729 10.394067
1109.404463 1504.000000 10.333347
1864.512079 939.000000 11.042079
1576.556968 1463.483549 10.745923
1655.734087 1789.454422 11.136862
1124.000000 627.427050 11.582223
1325.490448 1601.399439 10.715484
464.583912 1079.000000 10.796540
779.000000 1982.556285 10.216060
1349.595739 1601.000000 11.240419
1034.937332 559.000000 10.471966
1204.000000 1007.495254 11.292654
1651.000000 505.000000 9.751565
538.605287 629.531165 10.456045
1396.728920 1035.610971 10.252958
1769.504424 1083.492559 11.625929
274.000000 1531.000000 9.832685
1412.000000 698.517392 10.716225
1043.406165 1912.537225 10.168726
1469.517895 1885.556518 10.541637
1493.596458 1455.467157 11.352811
1109.445805 1908.532153 10.707934
1133.421764 1957.000000 10.756571
1847.507537 1909.491519 10.480785
1019.442528 1889.000000 11.250723
320.628434 1077.000000 11.177390
1132.509656 1154.490732 10.703207
899.497206 1913.000000 9.297937
1011.481935 511.000000 10.264510
1656.000000 1908.549049 10.615205
417.000000 1151.956130 11.839928
298.020894 506.566669 10.217379
1325.513902 1527.935708 11.811045
1822.565783 1932.469534 10.219345
1204.447473 1152.456104 10.258153
441.000000 578.658645 9.048776
1228.000000 1079.628126 10.873379
1557.394787 527.302840 10.843372
440.536046 1006.467388 11.536445
416.000000 1457.342771 10.053851
1484.501402 578.000000 9.857214
1584.000000 1789.479865 10.454838
1554.535492 1084.404086 10.978565
1492.547024 1981.567395 10.574313
1492.419273 888.000000 10.557636
1205.600602 1837.521879 9.793632
488.444052 1008.048378 11.451342
1181.486230 1908.588813 10.959037
729.477875 2008.558180 11.165679
1325.492965 1456.501168 10.533350
1823.475917 1908.528408 11.332506
1316.000000 626.138396 10.212316
1724.000000 554.456204 10.394540
1864.029653 1011.565723 11.411625
466.501910 556.531029 10.057521
1460.481519 627.530817 10.334469
1468.505326 1081.920391 10.667738
1157.474194 1503.681481 9.125195
1631.503548 1884.428579 11.470141
1492.462721 2030.491790 10.943214
1011.490583 488.593139 10.599368
995.670782 1912.860513 10.113796
1172.428469 698.537115 10.179886
1229.000000 1456.543696 10.555406
1943.522795 1812.000000 11.462018
1726.549148 1980.000000 10.847291
1767.362128 1535.914492 11.660200
1469.432814 1910.000000 10.660505
1444.000000 1010.447264 10.573058
1583.452063 1883.569730 11.072976
1824.000000 1883.535196 10.695073
1020.521004 1912.491327 10.790511
1556.499377 553.000000 9.327859
323.000000 2005.430220 9.680171
1558.494414 1979.521068 10.135810
417.000000 1479.550474 11.780489
1721.478641 1013.478367 10.911949
1107.560238 1006.524735 9.627314
1748.568445 504.452851 9.704067
707.487666 1984.434075 9.947487
1204.527315 1982.529225 10.611148
1196.550883 578.458038 10.049525
1388.536093 627.000000 11.031897
1323.952060 1153.484837 10.922243
203.000000 626.629390 10.115148
1602.003212 941.468404 10.242992
1019.477985 2105.556684 10.133519
1420.000000 1791.000000 9.641743
513.557677 1456.529242 9.408089
724.000000 776.467878 8.350761
1673.453492 1107.571564 10.059370
1155.535895 1153.000000 10.679198
1412.118723 482.524248 10.398496
1042.515603 2103.000000 10.408296
1397.470895 2100.748218 9.224639
651.000000 631.516441 10.358944
987.680657 1341.263787 8.422656
1326.480397 1838.080823 10.680494
1468.491122 985.483864 10.126791
1846.511394 1860.000000 11.008457
1869.699720 1980.680328 11.046736
1229.500203 1910.489671 10.907000
1491.000000 1031.502274 10.557418
346.076154 1152.000000 10.598849
562.598612 628.000000 9.939489
1275.746266 1790.430531 11.915326
466.611897 1836.000000 10.711162
1607.494267 1811.581347 11.088288
1483.953689 652.000000 10.758179
650.000000 536.593361 10.452773
708.000000 1913.000000 9.386635
683.462292 2081.493408 9.960129
1348.000000 913.000000 9.516714
1724.523882 577.436281 9.721412
868.416739 1534.396466 10.150104
725.525335 1535.552981 11.282999
946.462876 1985.000000 10.760868
899.594148 1983.609513 10.555315
1133.547708 1885.527438 10.868712
1278.213759 1933.369347 11.800268
