# Removed overlapping spots
572.000000 4110.000000 5.710312
799.340521 3991.115169 6.216079
385.000000 2358.000000 6.132328
119.000000 4152.000000 5.517244
1391.731318 511.333973 5.009908
1365.000000 971.292784 5.332275
448.000000 4877.417174 5.655020
1511.000000 4101.000000 3.502649
310.440165 4645.234743 5.702297
1016.000000 4986.000000 5.664688
517.436625 4425.583754 5.900085
785.000000 4562.000000 5.473689
372.469262 2372.000000 5.682855
1756.000000 4533.000000 6.074258
40.000000 1384.482951 5.922052
311.000000 4685.694939 5.733942
852.000000 3705.000000 5.278495
507.387216 1729.000000 5.848907
1479.000000 930.819933 5.169102
374.474888 3550.000000 4.574784
1578.000000 4533.699221 5.425521
1604.000000 2747.000000 5.022925
585.000000 4235.396930 6.171660
581.000000 4549.000000 5.590668
435.322767 4219.228687 4.828611
594.000000 4688.000000 5.724398
406.000000 4535.000000 5.893692
608.000000 4616.000000 5.672747
989.000000 3183.000000 5.627252
853.000000 4602.604376 5.929288
513.444761 4673.000000 5.946678
1026.061128 984.874676 5.169793
870.000000 4221.000000 5.503999
798.555198 4616.525714 5.260973
255.000000 4534.595968 5.888569
344.000000 2290.000000 5.252739
729.335568 4602.000000 5.401820
1803.000000 3186.545295 5.059666
141.000000 2358.000000 5.635019
1109.543494 1848.000000 5.025551
499.000000 4714.401959 5.129116
1485.000000 2282.000000 5.022683
216.000000 1398.374066 5.476741
1633.000000 4996.948793 5.386368
1301.431839 4985.084881 5.215951
727.000000 3650.000000 5.864895
607.594827 5111.000000 5.847691
1064.000000 522.674488 4.995307
907.000000 5053.650876 5.834708
539.536954 3663.517478 5.906672
531.000000 4110.000000 5.952517
214.568244 4576.168173 5.917412
679.226292 4276.000000 5.507419
1424.396689 931.000000 5.423836
1174.284344 972.000000 5.420878
702.358839 4632.486890 5.714344
269.000000 4549.052273 5.829716
1164.000000 5000.000000 5.504798
760.000000 4082.000000 5.700499
804.000000 1481.000000 5.643871
1673.577185 4547.000000 4.908595
673.000000 4180.000000 6.537457
908.000000 4617.000000 5.652691
525.598253 3718.555963 6.269373
692.605171 4206.754946 5.916109
1242.000000 985.000000 5.271495
1632.103368 4533.980901 5.643391
135.000000 1384.000000 5.805483
621.643504 3636.000000 5.629207
802.000000 4221.000000 5.659181
82.000000 1454.000000 5.548952
548.000000 1729.000000 5.140272
975.000000 3184.000000 5.735618
568.463355 4576.191843 5.761969
661.836131 4673.379584 5.995668
914.000000 1590.000000 5.475627
883.000000 4289.000000 5.295394
648.865030 4601.443930 5.856777
1267.000000 2655.561817 4.678418
228.394887 1575.612115 5.129529
897.356511 627.240409 6.344104
1336.673960 481.000000 5.189779
202.128071 4184.000000 5.742011
660.652580 4701.000000 6.192093
1204.000000 4985.000000 4.681461
529.256954 3772.935687 5.320282
338.081374 1425.982956 4.691436
1146.745915 210.639499 5.073886
1024.000000 34.000000 4.709098
1010.000000 943.586592 6.113744
1543.451640 1837.000000 5.191170
567.000000 4533.406704 6.051084
921.684583 4576.221395 5.662695
611.836669 4137.581656 5.826128
635.000000 4534.000000 5.699174
853.000000 5110.000000 5.285071
1029.000000 4986.484103 5.653013
974.726929 4537.629059 4.816903
856.551271 4096.000000 5.406705
362.375410 45.624576 4.668579
654.000000 1440.000000 4.541633
718.000000 4083.000000 6.008300
1471.000000 5324.647764 5.363945
287.521976 747.000000 4.135675
784.000000 4715.000000 4.842393
1673.246735 4981.309823 5.402150
988.424023 5000.416562 4.801519
690.449843 4534.417357 5.657347
417.688150 4082.902883 5.265182
582.000000 4589.000000 5.446001
379.000000 1725.000000 5.658183
921.462535 4756.000000 5.733370
