# Removed overlapping spots
882.000000 260.000000 5.116765
422.000000 782.000000 5.216723
436.000000 730.000000 5.312326
253.000000 973.000000 5.242047
962.000000 221.000000 5.015951
867.000000 437.000000 5.116609
9.000000 275.000000 4.522642
654.000000 247.258636 5.113252
142.000000 833.000000 4.669459
787.000000 348.000000 5.149820
349.238300 959.000000 5.163050
531.000000 590.000000 5.154786
502.227066 946.237940 5.082327
487.000000 312.000000 4.563446
728.000000 196.221845 5.319468
207.000000 184.544417 5.199278
156.000000 325.000000 4.966469
97.000000 401.388376 5.148186
501.000000 743.000000 4.684615
207.000000 211.000000 5.391536
545.000000 667.000000 4.781339
399.000000 820.000000 4.391000
171.749205 605.000000 4.919910
230.000000 375.000000 4.990886
581.507472 374.000000 5.107321
258.000000 173.000000 4.323879
933.000000 450.000000 4.999502
876.000000 806.000000 4.883675
727.792663 298.000000 5.417081
617.608404 235.000000 5.339638
605.000000 894.000000 5.098552
443.000000 616.205053 5.452923
832.000000 781.000000 5.052765
617.639436 361.729999 4.897654
340.000000 413.000000 4.996131
443.000000 870.000000 4.743927
611.000000 297.544327 4.999713
773.000000 603.000000 5.117887
530.000000 261.000000 4.935056
471.515200 311.132375 5.064311
801.000000 450.000000 4.940412
142.000000 706.000000 4.658760
377.000000 553.000000 4.995315
384.374864 414.000000 5.025458
157.000000 299.000000 5.149014
69.000000 503.216259 5.280944
192.589079 160.000000 4.840895
188.000000 782.000000 5.383690
494.000000 247.000000 5.203453
626.000000 527.000000 4.873286
97.000000 197.578552 5.325542
949.374938 526.000000 4.989126
194.000000 591.000000 5.225591
927.467004 766.000000 5.020574
685.000000 780.000000 5.088642
662.000000 387.000000 5.119405
488.000000 971.000000 5.005047
757.000000 374.000000 4.992792
430.000000 973.000000 3.641878
61.000000 235.751548 5.073741
538.000000 526.000000 5.136744
569.000000 680.000000 3.991873
957.304061 818.000000 5.216881
517.000000 919.000000 6.044040
386.000000 871.000000 4.453267
873.000000 298.000000 2.455469
450.852318 807.000000 4.936585
493.000000 146.000000 5.169811
760.000000 958.000000 4.775085
991.000000 348.100988 4.888522
581.199785 120.000000 4.880883
715.335965 831.000000 5.300919
581.667296 425.000000 5.285580
706.000000 362.000000 4.915701
942.000000 615.000000 5.050867
825.000000 767.000000 4.972331
121.000000 617.167429 5.526772
515.474712 235.098798 5.015187
407.000000 806.000000 5.282149
385.000000 667.000000 5.338938
661.000000 233.000000 4.333716
624.813058 145.578917 5.127162
985.000000 665.000000 4.809671
750.000000 437.000000 5.007984
46.580237 566.304712 5.116494
700.000000 501.000000 5.059494
698.958959 399.394248 5.099707
55.000000 604.363819 5.161110
890.000000 475.000000 5.124261
781.000000 767.000000 5.275394
231.000000 680.000000 5.033260
589.000000 336.000000 5.090358
656.000000 654.000000 4.633179
209.000000 972.000000 4.777609
882.550836 641.000000 5.090280
325.000000 288.000000 2.119586
816.000000 323.000000 4.935319
778.000000 159.000000 6.871388
670.000000 729.225439 4.968494
663.000000 769.000000 5.530777
458.000000 820.000000 5.126076
567.000000 502.000000 5.171764
76.000000 312.229794 5.242493
186.000000 172.000000 5.229170
253.000000 921.232117 5.028146
400.000000 743.000000 4.915156
742.000000 297.000000 4.523537
948.000000 348.000000 5.124750
801.000000 476.000000 4.259196
919.000000 170.000000 5.317723
354.000000 489.000000 4.611404
83.000000 324.581600 5.315308
150.000000 871.000000 5.243806
640.000000 120.275101 5.269281
362.000000 324.000000 4.992675
669.000000 197.000000 5.053217
597.331805 832.000000 5.205477
309.000000 133.000000 4.282005
664.000000 920.000000 5.154235
206.688115 160.000000 5.297985
928.000000 946.000000 4.871112
764.000000 514.000000 2.720884
699.000000 323.000000 5.210514
794.620817 615.000000 5.137036
802.000000 959.000000 2.779720
501.000000 235.000000 5.117761
355.933440 871.000000 5.140483
552.000000 299.000000 5.084813
508.510830 299.000000 5.024174
413.000000 286.000000 5.138199
3.000000 262.000000 4.396525
172.000000 958.762529 5.235953
391.488755 452.000000 4.474512
363.522858 933.000000 5.018230
98.428434 527.896594 4.985294
172.484416 807.276834 5.148862
202.000000 630.000000 4.628193
619.000000 768.000000 5.147517
332.000000 172.000000 4.992577
332.000000 249.000000 5.210754
479.341662 350.000000 4.819251
911.000000 132.000000 4.955621
296.678584 693.000000 5.039167
119.000000 184.682220 4.890522
861.369365 779.764112 5.294720
91.000000 466.000000 4.875622
575.000000 615.000000 5.244844
596.000000 324.000000 4.742773
99.000000 679.000000 5.237150
142.415066 503.000000 5.136578
450.000000 350.000000 4.764816
392.474567 781.000000 4.988793
405.821134 603.000000 5.086090
500.000000 183.000000 4.937759
487.000000 717.275121 5.080497
465.000000 577.542785 5.079721
471.552402 387.000000 5.355409
77.000000 744.000000 4.938013
68.414206 249.033288 5.170416
840.000000 514.000000 4.866714
407.000000 781.000000 5.132008
355.000000 234.830847 5.003365
216.000000 502.000000 5.217817
663.390008 539.157900 5.036278
697.000000 146.000000 4.496854
208.000000 465.000000 5.064645
25.000000 274.000000 4.912393
713.000000 171.000000 5.130054
230.000000 604.000000 5.181418
356.442429 946.000000 5.117229
340.000000 794.000000 4.602550
890.000000 399.000000 5.084137
201.535058 756.000000 4.888920
590.522323 844.000000 5.110800
12.000000 934.445062 5.164799
449.626023 248.000000 5.122103
334.000000 832.000000 5.177958
970.000000 589.027457 4.933326
639.548727 146.000000 5.280752
946.000000 170.287418 5.463141
905.000000 322.000000 5.218720
603.600093 590.026683 5.305816
92.000000 642.303689 5.004863
745.000000 907.000000 5.160334
422.000000 908.000000 5.111783
640.000000 374.000000 5.120888
355.000000 337.000000 5.251574
2.460767 363.000000 5.382952
654.000000 196.000000 4.979949
361.000000 274.000000 4.868651
742.169813 196.382805 4.871973
450.000000 553.000000 4.710253
178.000000 210.000000 5.008622
40.367141 731.252575 5.054159
977.000000 119.439005 5.015676
120.000000 819.543304 4.575883
544.000000 285.293575 4.768339
252.000000 718.099199 4.778503
193.000000 439.000000 5.201605
260.000000 629.000000 5.074050
83.427663 375.000000 5.090677
664.000000 946.000000 5.147030
